"countrycode","year","threshold","coverage","goal","headcount","datatype"
"JPN",1992,16.70011,"N",0.2,0.1997529,"income"
"JOR",1992,3.459521,"N",0.2,0.2,"consumption"
"KAZ",1992,3.370654,"N",0.2,0.2,"income"
"KEN",1992,1.382199,"N",0.2,0.2,"consumption"
"KIR",1992,2.361456,"N",0.2,0.199854,"consumption"
"KOR",1992,10.75573,"N",0.2,0.1997142,"income"
"KGZ",1992,2.143581,"N",0.2,0.1995501,"consumption"
"LAO",1992,1.636618,"N",0.2,0.1995847,"consumption"
"LVA",1992,5.242158,"N",0.2,0.2,"income"
"LBN",1992,10.69599,"N",0.2,0.2000288,"consumption"
"LSO",1992,0.9142004,"N",0.2,0.2003572,"consumption"
"LBR",1992,0.6316091,"N",0.2,0.1991246,"consumption"
"LTU",1992,3.201027,"N",0.2,0.2,"income"
"LUX",1992,30.23042,"N",0.2,0.1983442,"income"
"MDG",1992,0.6878902,"N",0.2,0.1999274,"consumption"
"MWI",1992,0.7735755,"N",0.2,0.1999694,"consumption"
"MYS",1992,4.201395,"N",0.2,0.2,"income"
"MLI",1992,0.3876019,"N",0.2,0.1991242,"consumption"
"MLT",1992,11.95657,"N",0.2,0.2003799,"income"
"MRT",1992,1.035036,"N",0.2,0.2,"consumption"
"MUS",1992,3.216495,"N",0.2,0.1999842,"consumption"
"MEX",1992,3.13345,"N",0.2,0.1998354,"consumption"
"FSM",1992,2.514815,"N",0.2,0.1979234,"consumption"
"MDA",1992,3.271413,"N",0.2,0.1999977,"consumption"
"MNG",1992,2.283071,"N",0.2,0.2,"consumption"
"MNE",1992,7.030686,"N",0.2,0.200558,"consumption"
"MAR",1992,3.419769,"N",0.2,0.2,"consumption"
"MOZ",1992,0.3557788,"N",0.2,0.1994934,"consumption"
"MMR",1992,0.4587795,"N",0.2,0.2000282,"consumption"
"NAM",1992,0.7175761,"N",0.2,0.2,"income"
"NPL",1992,0.9178433,"N",0.2,0.2000292,"consumption"
"NLD",1992,24.02871,"N",0.2,0.1997725,"income"
"NIC",1992,1.86973,"N",0.2,0.1999041,"consumption"
"NER",1992,0.7753358,"N",0.2,0.2,"consumption"
"NGA",1992,0.7015999,"N",0.2,0.1998988,"consumption"
"MKD",1992,3.507569,"N",0.2,0.2,"consumption"
"NOR",1992,24.84103,"N",0.2,0.1998476,"income"
"PAK",1992,1.363475,"N",0.2,0.1999765,"consumption"
"PAN",1992,1.795694,"N",0.2,0.2006259,"income"
"PNG",1992,0.7999232,"N",0.2,0.1991581,"consumption"
"PRY",1992,5.906039,"N",0.2,0.2001633,"income"
"PER",1992,3.861464,"N",0.2,0.1995845,"consumption"
"PHL",1992,1.664119,"N",0.2,0.2,"consumption"
"POL",1992,8.47855,"N",0.2,0.1999746,"income"
"PRT",1992,10.24671,"N",0.2,0.200206,"income"
"ROU",1992,6.296848,"N",0.2,0.2,"income"
"RUS",1992,4.053517,"N",0.2,0.2,"consumption"
"RWA",1992,0.7480304,"N",0.2,0.1999615,"consumption"
"WSM",1992,2.956864,"N",0.2,0.1998664,"consumption"
"SEN",1992,0.530023,"N",0.2,0.2,"consumption"
"SRB",1992,7.795178,"N",0.2,0.1998513,"consumption"
"SYC",1992,6.268837,"N",0.2,0.198666,"consumption"
"SLE",1992,0.002702817,"N",0.2,0.1999778,"consumption"
"SVK",1992,10.60076,"N",0.2,0.1999623,"income"
"SVN",1992,16.6131,"N",0.2,0.2,"income"
"SLB",1992,1.421464,"N",0.2,0.1995966,"consumption"
"ZAF",1992,1.392568,"N",0.2,0.2,"consumption"
"ESP",1992,12.65678,"N",0.2,0.1999511,"income"
"LKA",1992,2.391084,"N",0.2,0.1999686,"consumption"
"LCA",1992,1.29689,"N",0.2,0.2,"income"
"SDN",1992,1.20302,"N",0.2,0.2002804,"consumption"
"SUR",1992,1.52682,"N",0.2,0.1963897,"income"
"SWE",1992,23.66187,"N",0.2,0.1998499,"income"
"CHE",1992,32.46339,"N",0.2,0.1993207,"income"
"SYR",1992,2.931553,"N",0.2,0.1999865,"consumption"
"TWN",1992,20.75546,"N",0.2,0.199934,"income"
"TJK",1992,2.605125,"N",0.2,0.2001567,"consumption"
"TZA",1992,0.8284845,"N",0.2,0.199142,"consumption"
"THA",1992,2.682752,"N",0.2,0.1993511,"consumption"
"TGO",1992,1.031613,"N",0.2,0.1999906,"consumption"
"TON",1992,3.562402,"N",0.2,0.1993809,"consumption"
"TTO",1992,4.073671,"N",0.2,0.2,"income"
"TUN",1992,2.536646,"N",0.2,0.2,"consumption"
"TUR",1992,4.146023,"N",0.2,0.2,"consumption"
"TKM",1992,1.543577,"N",0.2,0.2,"consumption"
"TUV",1992,2.803978,"N",0.2,0.1955571,"consumption"
"UGA",1992,0.8588503,"N",0.2,0.1999671,"consumption"
"UKR",1992,4.001227,"N",0.2,0.1998808,"consumption"
"ARE",1992,55.32371,"N",0.2,0.2,"income"
"GBR",1992,15.06259,"N",0.2,0.1999591,"income"
"USA",1992,22.91923,"N",0.2,0.1999867,"income"
"URY",1992,8.913249,"N",0.2,0.200029,"income"
"UZB",1992,1.2307,"N",0.2,0.1994871,"consumption"
"VUT",1992,1.92502,"N",0.2,0.2000721,"consumption"
"VEN",1992,4.364392,"N",0.2,0.1999121,"income"
"VNM",1992,1.157431,"N",0.2,0.1999686,"consumption"
"PSE",1992,4.29285,"N",0.2,0.1999975,"consumption"
"YEM",1992,2.578617,"N",0.2,0.1999157,"consumption"
"ZMB",1992,0.3148472,"N",0.2,0.1999811,"consumption"
"ZWE",1992,2.199082,"N",0.2,0.2,"consumption"
"ALB",1993,2.847409,"N",0.2,0.1999332,"consumption"
"DZA",1993,2.786856,"N",0.2,0.2,"consumption"
"AGO",1993,0.9023801,"N",0.2,0.1998884,"consumption"
"ARG",1993,5.61528,"U",0.2,0.1999963,"income"
"ARM",1993,1.757433,"N",0.2,0.2,"income"
"AUS",1993,19.92703,"N",0.2,0.1967272,"income"
"AUT",1993,30.03383,"N",0.2,0.2013851,"income"
"AZE",1993,4.052011,"N",0.2,0.1992907,"consumption"
"BGD",1993,1.565167,"N",0.2,0.1998354,"consumption"
"BLR",1993,4.640534,"N",0.2,0.2,"income"
"BEL",1993,21.32098,"N",0.2,0.1996907,"income"
"BLZ",1993,2.809472,"N",0.2,0.1994609,"income"
"BEN",1993,1.029599,"N",0.2,0.1999057,"consumption"
"BTN",1993,1.188042,"N",0.2,0.2004911,"consumption"
"BOL",1993,2.363199,"N",0.2,0.2011624,"income"
"BIH",1993,1.470983,"N",0.2,0.1998502,"consumption"
"BWA",1993,1.516945,"N",0.2,0.2,"consumption"
"BRA",1993,1.911546,"N",0.2,0.2000129,"income"
"BGR",1993,9.237777,"N",0.2,0.2,"consumption"
"BFA",1993,0.4901991,"N",0.2,0.1999739,"consumption"
"BDI",1993,0.684497,"N",0.2,0.1999906,"consumption"
"CPV",1993,0.986557,"N",0.2,0.1999205,"consumption"
"CMR",1993,1.174173,"N",0.2,0.1991466,"consumption"
"CAN",1993,23.71013,"N",0.2,0.1999657,"income"
"CAF",1993,0.1902383,"N",0.2,0.199983,"consumption"
"TCD",1993,0.6945395,"N",0.2,0.1999023,"consumption"
"CHL",1993,3.759185,"N",0.2,0.2000263,"income"
"CHN",1993,0.9445295,"A",0.2,0.2,"consumption"
"CHN",1993,0.9445295,"R",0.2,0.2,"consumption"
"CHN",1993,1.876734,"U",0.2,0.2,"consumption"
"COL",1993,3.028416,"N",0.2,0.1992761,"income"
"COM",1993,2.301593,"N",0.2,0.1996293,"consumption"
"COD",1993,0.4386227,"N",0.2,0.1999558,"consumption"
"COG",1993,0.952496,"N",0.2,0.1999834,"consumption"
"CRI",1993,3.674274,"N",0.2,0.2000155,"income"
"CIV",1993,1.712126,"N",0.2,0.1996098,"consumption"
"HRV",1993,7.803352,"N",0.2,0.2000576,"income"
"CYP",1993,12.25529,"N",0.2,0.2003568,"income"
"CZE",1993,10.74767,"N",0.2,0.2,"income"
"DNK",1993,27.59499,"N",0.2,0.1999673,"income"
"DJI",1993,2.329734,"N",0.2,0.1998932,"consumption"
"DOM",1993,3.537328,"N",0.2,0.2000695,"income"
"ECU",1993,2.087921,"N",0.2,0.2001226,"income"
"EGY",1993,2.437649,"N",0.2,0.2,"consumption"
"SLV",1993,1.959313,"N",0.2,0.2000813,"income"
"EST",1993,5.143744,"N",0.2,0.2,"income"
"SWZ",1993,0.3035744,"N",0.2,0.2,"consumption"
"ETH",1993,0.7919199,"N",0.2,0.1998238,"consumption"
"FJI",1993,3.141999,"N",0.2,0.2000038,"consumption"
"FIN",1993,22.05009,"N",0.2,0.1999072,"income"
"FRA",1993,20.15596,"N",0.2,0.1999541,"income"
"GAB",1993,3.186936,"N",0.2,0.2001849,"consumption"
"GMB",1993,0.6270973,"N",0.2,0.1992102,"consumption"
"GEO",1993,3.165047,"N",0.2,0.2,"consumption"
"DEU",1993,25.29897,"N",0.2,0.1997416,"income"
"GHA",1993,1.22416,"N",0.2,0.1996715,"consumption"
"GRC",1993,10.83606,"N",0.2,0.199942,"income"
"GTM",1993,1.309606,"N",0.2,0.2,"income"
"GIN",1993,0.5991455,"N",0.2,0.1999792,"consumption"
"GNB",1993,0.7615492,"N",0.2,0.199517,"consumption"
"GUY",1993,1.583207,"N",0.2,0.2,"income"
"HTI",1993,0.617743,"N",0.2,0.1997861,"income"
"HND",1993,1.688329,"N",0.2,0.2010112,"income"
"HUN",1993,9.385254,"N",0.2,0.2,"income"
"ISL",1993,20.80103,"N",0.2,0.2003018,"income"
"IND",1993,1.234601,"A",0.2,0.200034,"consumption"
"IND",1993,1.234601,"R",0.2,0.2000456,"consumption"
"IND",1993,1.520931,"U",0.2,0.2000014,"consumption"
"IDN",1993,1.164109,"A",0.2,0.1999898,"consumption"
"IDN",1993,1.164109,"R",0.2,0.1999869,"consumption"
"IDN",1993,1.476277,"U",0.2,0.1999953,"consumption"
"IRN",1993,3.366176,"N",0.2,0.2,"consumption"
"IRQ",1993,1.925091,"N",0.2,0.2000055,"consumption"
"IRL",1993,12.4314,"N",0.2,0.199705,"income"
"ISR",1993,10.83978,"N",0.2,0.1999092,"income"
"ITA",1993,15.16123,"N",0.2,0.1998559,"income"
"JAM",1993,2.561233,"N",0.2,0.2,"consumption"
"JPN",1993,16.83896,"N",0.2,0.1997529,"income"
"JOR",1993,3.191284,"N",0.2,0.2,"consumption"
"KAZ",1993,3.074326,"N",0.2,0.2,"income"
"KEN",1993,0.9902785,"N",0.2,0.199981,"consumption"
"KIR",1993,2.352104,"N",0.2,0.199854,"consumption"
"KOR",1993,11.37024,"N",0.2,0.1997142,"income"
"KGZ",1993,2.103541,"N",0.2,0.1995501,"consumption"
"LAO",1993,1.688513,"N",0.2,0.1996073,"consumption"
"LVA",1993,4.737324,"N",0.2,0.2,"income"
"LBN",1993,11.7459,"N",0.2,0.2000288,"consumption"
"LSO",1993,0.9236152,"N",0.2,0.2004226,"consumption"
"LBR",1993,0.4280914,"N",0.2,0.1991246,"consumption"
"LTU",1993,2.695289,"N",0.2,0.2,"income"
"LUX",1993,30.44007,"N",0.2,0.1988521,"income"
"MDG",1993,0.6796008,"N",0.2,0.1999213,"consumption"
"MWI",1993,0.8464206,"N",0.2,0.1999694,"consumption"
"MYS",1993,4.231601,"N",0.2,0.2,"income"
"MLI",1993,0.3894746,"N",0.2,0.1991242,"consumption"
"MLT",1993,12.36816,"N",0.2,0.2003799,"income"
"MRT",1993,1.278604,"N",0.2,0.2,"consumption"
"MUS",1993,3.340125,"N",0.2,0.1999842,"consumption"
"MEX",1993,3.084656,"N",0.2,0.1999085,"consumption"
"FSM",1993,2.65343,"N",0.2,0.1979234,"consumption"
"MDA",1993,3.232398,"N",0.2,0.1999977,"consumption"
"MNG",1993,2.19149,"N",0.2,0.2,"consumption"
"MNE",1993,4.362773,"N",0.2,0.200558,"consumption"
"MAR",1993,3.311239,"N",0.2,0.2,"consumption"
"MOZ",1993,0.3779853,"N",0.2,0.1994934,"consumption"
"MMR",1993,0.4809483,"N",0.2,0.2000282,"consumption"
"NAM",1993,0.6889192,"N",0.2,0.2,"income"
"NPL",1993,0.9275163,"N",0.2,0.2000292,"consumption"
"NLD",1993,22.15137,"N",0.2,0.1998963,"income"
"NIC",1993,1.774832,"N",0.2,0.1999041,"consumption"
"NER",1993,0.7605168,"N",0.2,0.1999983,"consumption"
"NGA",1993,0.6703291,"N",0.2,0.1996429,"consumption"
"MKD",1993,3.837381,"N",0.2,0.2,"consumption"
"NOR",1993,24.90495,"N",0.2,0.1998784,"income"
"PAK",1993,1.338161,"N",0.2,0.1999726,"consumption"
"PAN",1993,1.833673,"N",0.2,0.2012092,"income"
"PNG",1993,0.9239703,"N",0.2,0.1991581,"consumption"
"PRY",1993,5.958998,"N",0.2,0.2001515,"income"
"PER",1993,3.956705,"N",0.2,0.1995412,"consumption"
"PHL",1993,1.669315,"N",0.2,0.2,"consumption"
"POL",1993,5.08383,"N",0.2,0.2,"consumption"
"PRT",1993,10.34695,"N",0.2,0.200206,"income"
"ROU",1993,6.383838,"N",0.2,0.2,"income"
"RUS",1993,4.106827,"N",0.2,0.2,"consumption"
"RWA",1993,0.7354938,"N",0.2,0.1999615,"consumption"
"WSM",1993,3.048091,"N",0.2,0.1998664,"consumption"
"SEN",1993,0.5214716,"N",0.2,0.2,"consumption"
"SRB",1993,5.42607,"N",0.2,0.1998513,"consumption"
"SYC",1993,6.520008,"N",0.2,0.198666,"consumption"
"SLE",1993,0.002751847,"N",0.2,0.1999679,"consumption"
"SVK",1993,10.61905,"N",0.2,0.1999665,"income"
"SVN",1993,12.08447,"N",0.2,0.2,"income"
"SLB",1993,1.436592,"N",0.2,0.1995966,"consumption"
"ZAF",1993,1.375559,"N",0.2,0.2,"consumption"
"ESP",1993,13.536,"N",0.2,0.1999395,"income"
"LKA",1993,2.449531,"N",0.2,0.1999626,"consumption"
"LCA",1993,1.289454,"N",0.2,0.2,"income"
"SDN",1993,1.225672,"N",0.2,0.2002804,"consumption"
"SUR",1993,1.399978,"N",0.2,0.1963897,"income"
"SWE",1993,22.84398,"N",0.2,0.1998597,"income"
"CHE",1993,32.04956,"N",0.2,0.1993838,"income"
"SYR",1993,2.998456,"N",0.2,0.1999865,"consumption"
"TWN",1993,21.49908,"N",0.2,0.1999521,"income"
"TJK",1993,1.831723,"N",0.2,0.2001567,"consumption"
"TZA",1993,0.810686,"N",0.2,0.1992412,"consumption"
"THA",1993,2.751841,"N",0.2,0.1995515,"consumption"
"TGO",1993,0.8578066,"N",0.2,0.1999906,"consumption"
"TON",1993,3.689455,"N",0.2,0.1993809,"consumption"
"TTO",1993,4.023855,"N",0.2,0.2,"income"
"TUN",1993,2.544563,"N",0.2,0.2,"consumption"
"TUR",1993,4.424138,"N",0.2,0.2,"consumption"
"TKM",1993,1.523392,"N",0.2,0.2,"consumption"
"TUV",1993,2.893204,"N",0.2,0.1955571,"consumption"
"UGA",1993,0.9127218,"N",0.2,0.1999553,"consumption"
"UKR",1993,4.148162,"N",0.2,0.1999159,"consumption"
"ARE",1993,52.92157,"N",0.2,0.2,"income"
"GBR",1993,15.47497,"N",0.2,0.1999783,"income"
"USA",1993,23.18693,"N",0.2,0.1999818,"income"
"URY",1993,9.13889,"N",0.2,0.2000463,"income"
"UZB",1993,1.175378,"N",0.2,0.1994871,"consumption"
"VUT",1993,1.883938,"N",0.2,0.2000721,"consumption"
"VEN",1993,4.170503,"N",0.2,0.1994865,"income"
"VNM",1993,1.2179,"N",0.2,0.1999651,"consumption"
"PSE",1993,4.508826,"N",0.2,0.1999975,"consumption"
"YEM",1993,2.548073,"N",0.2,0.1999157,"consumption"
"ZMB",1993,0.6528499,"N",0.2,0.2,"consumption"
"ZWE",1993,2.183688,"N",0.2,0.2,"consumption"
"ALB",1994,3.102815,"N",0.2,0.1999332,"consumption"
"DZA",1994,2.535366,"N",0.2,0.2,"consumption"
"AGO",1994,0.885435,"N",0.2,0.1998884,"consumption"
"ARG",1994,5.393971,"U",0.2,0.2043468,"income"
"ARM",1994,1.881052,"N",0.2,0.2,"income"
"AUS",1994,20.14088,"N",0.2,0.1967327,"income"
"AUT",1994,25.53604,"N",0.2,0.1999714,"income"
"AZE",1994,2.926248,"N",0.2,0.1992907,"consumption"
"BGD",1994,1.679273,"N",0.2,0.1998465,"consumption"
"BLR",1994,3.996303,"N",0.2,0.2,"income"
"BEL",1994,23.50717,"N",0.2,0.1996178,"income"
"BLZ",1994,2.709734,"N",0.2,0.1999856,"income"
"BEN",1994,1.015023,"N",0.2,0.1999057,"consumption"
"BTN",1994,1.248506,"N",0.2,0.2004911,"consumption"
"BOL",1994,2.470389,"N",0.2,0.2011368,"income"
"BIH",1994,1.586722,"N",0.2,0.1998502,"consumption"
"BWA",1994,1.315119,"N",0.2,0.1999726,"consumption"
"BRA",1994,2.197447,"N",0.2,0.2000235,"income"
"BGR",1994,8.430726,"N",0.2,0.2,"consumption"
"BFA",1994,0.4832832,"N",0.2,0.1999739,"consumption"
"BDI",1994,0.6743113,"N",0.2,0.1999812,"consumption"
"CPV",1994,1.143461,"N",0.2,0.1999205,"consumption"
"CMR",1994,1.16586,"N",0.2,0.1991466,"consumption"
"CAN",1994,23.8075,"N",0.2,0.1999684,"income"
"CAF",1994,0.1939031,"N",0.2,0.1999531,"consumption"
"TCD",1994,0.7404504,"N",0.2,0.1999023,"consumption"
"CHL",1994,3.69492,"N",0.2,0.2000432,"income"
"CHN",1994,1.046172,"A",0.2,0.2,"consumption"
"CHN",1994,1.046172,"R",0.2,0.2,"consumption"
"CHN",1994,1.988396,"U",0.2,0.2,"consumption"
"COL",1994,3.147891,"N",0.2,0.1994455,"income"
"COM",1994,2.11882,"N",0.2,0.1996293,"consumption"
"COD",1994,0.4064671,"N",0.2,0.1999558,"consumption"
"COG",1994,0.8753917,"N",0.2,0.1999834,"consumption"
"CRI",1994,4.146755,"N",0.2,0.2008028,"income"
"CIV",1994,1.667734,"N",0.2,0.1987669,"consumption"
"HRV",1994,8.225671,"N",0.2,0.2000692,"income"
"CYP",1994,12.82467,"N",0.2,0.2003568,"income"
"CZE",1994,11.08581,"N",0.2,0.1999887,"income"
"DNK",1994,28.74787,"N",0.2,0.1999814,"income"
"DJI",1994,2.293541,"N",0.2,0.1998932,"consumption"
"DOM",1994,3.439008,"N",0.2,0.2001391,"income"
"ECU",1994,2.133436,"N",0.2,0.2001226,"income"
"EGY",1994,2.489914,"N",0.2,0.2,"consumption"
"SLV",1994,2.02708,"N",0.2,0.2001158,"income"
"EST",1994,5.182527,"N",0.2,0.199999,"income"
"SWZ",1994,0.3040416,"N",0.2,0.2,"consumption"
"ETH",1994,0.7892603,"N",0.2,0.1998238,"consumption"
"FJI",1994,3.256323,"N",0.2,0.2000038,"consumption"
"FIN",1994,22.52651,"N",0.2,0.1998725,"income"
"FRA",1994,21.16456,"N",0.2,0.1999786,"income"
"GAB",1994,3.219359,"N",0.2,0.2001849,"consumption"
"GMB",1994,0.6089226,"N",0.2,0.1992102,"consumption"
"GEO",1994,2.879876,"N",0.2,0.2,"consumption"
"DEU",1994,25.86564,"N",0.2,0.1997801,"income"
"GHA",1994,1.240819,"N",0.2,0.1997122,"consumption"
"GRC",1994,10.99164,"N",0.2,0.199942,"income"
"GTM",1994,1.430402,"N",0.2,0.2,"income"
"GIN",1994,0.7784845,"N",0.2,0.1999688,"consumption"
"GNB",1994,0.7690241,"N",0.2,0.1995393,"consumption"
"GUY",1994,1.806786,"N",0.2,0.2,"income"
"HTI",1994,0.5337857,"N",0.2,0.1997861,"income"
"HND",1994,1.550363,"N",0.2,0.2038416,"income"
"HUN",1994,8.97796,"N",0.2,0.1999465,"income"
"ISL",1994,21.21415,"N",0.2,0.2003018,"income"
"IND",1994,1.293471,"A",0.2,0.2000374,"consumption"
"IND",1994,1.293471,"R",0.2,0.2000477,"consumption"
"IND",1994,1.609987,"U",0.2,0.2000089,"consumption"
"IDN",1994,1.205052,"A",0.2,0.1999886,"consumption"
"IDN",1994,1.205052,"R",0.2,0.1999906,"consumption"
"IDN",1994,1.540621,"U",0.2,0.1999848,"consumption"
"IRN",1994,3.455601,"N",0.2,0.2,"consumption"
"IRQ",1994,1.939513,"N",0.2,0.2000055,"consumption"
"IRL",1994,13.12169,"N",0.2,0.1996671,"income"
"ISR",1994,10.97888,"N",0.2,0.1998383,"income"
"ITA",1994,15.39026,"N",0.2,0.1998828,"income"
"JAM",1994,3.3872,"N",0.2,0.1998043,"consumption"
"JPN",1994,17.16761,"N",0.2,0.1997529,"income"
"JOR",1994,2.984955,"N",0.2,0.2,"consumption"
"KAZ",1994,2.384693,"N",0.2,0.2,"income"
"KEN",1994,1.43978,"N",0.2,0.199962,"consumption"
"KIR",1994,2.362886,"N",0.2,0.199854,"consumption"
"KOR",1994,12.2665,"N",0.2,0.1997142,"income"
"KGZ",1994,1.733078,"N",0.2,0.1995501,"consumption"
"LAO",1994,1.781584,"N",0.2,0.1996356,"consumption"
"LVA",1994,4.922773,"N",0.2,0.2,"income"
"LBN",1994,11.38683,"N",0.2,0.2000288,"consumption"
"LSO",1994,0.9524639,"N",0.2,0.200488,"consumption"
"LBR",1994,0.3328259,"N",0.2,0.1991246,"consumption"
"LTU",1994,2.448213,"N",0.2,0.2000043,"income"
"LUX",1994,32.73426,"N",0.2,0.19936,"income"
"MDG",1994,0.754702,"N",0.2,0.1998661,"consumption"
"MWI",1994,0.7569891,"N",0.2,0.1999694,"consumption"
"MYS",1994,4.28941,"N",0.2,0.2,"income"
"MLI",1994,0.393471,"N",0.2,0.1991242,"consumption"
"MLT",1994,12.94546,"N",0.2,0.2003799,"income"
"MRT",1994,1.208155,"N",0.2,0.1996811,"consumption"
"MUS",1994,3.429919,"N",0.2,0.1999842,"consumption"
"MEX",1994,3.185855,"N",0.2,0.1999815,"consumption"
"FSM",1994,2.586602,"N",0.2,0.1979234,"consumption"
"MDA",1994,2.238772,"N",0.2,0.1999977,"consumption"
"MNG",1994,2.221292,"N",0.2,0.2,"consumption"
"MNE",1994,4.309809,"N",0.2,0.200558,"consumption"
"MAR",1994,3.673622,"N",0.2,0.2,"consumption"
"MOZ",1994,0.3871449,"N",0.2,0.1994934,"consumption"
"MMR",1994,0.5110342,"N",0.2,0.2000282,"consumption"
"NAM",1994,0.6846694,"N",0.2,0.2,"income"
"NPL",1994,0.9774399,"N",0.2,0.2000292,"consumption"
"NLD",1994,22.3732,"N",0.2,0.1998935,"income"
"NIC",1994,1.777689,"N",0.2,0.199901,"consumption"
"NER",1994,0.764398,"N",0.2,0.1999871,"consumption"
"NGA",1994,0.6419553,"N",0.2,0.1993871,"consumption"
"MKD",1994,4.188063,"N",0.2,0.2,"consumption"
"NOR",1994,25.0146,"N",0.2,0.1999092,"income"
"PAK",1994,1.364494,"N",0.2,0.1999686,"consumption"
"PAN",1994,1.749765,"N",0.2,0.2017925,"income"
"PNG",1994,0.9563402,"N",0.2,0.1991581,"consumption"
"PRY",1994,6.160251,"N",0.2,0.2001396,"income"
"PER",1994,2.29489,"N",0.2,0.1994979,"consumption"
"PHL",1994,1.710575,"N",0.2,0.2,"consumption"
"POL",1994,5.341623,"N",0.2,0.2,"consumption"
"PRT",1994,10.42495,"N",0.2,0.200206,"income"
"ROU",1994,2.565967,"N",0.2,0.2,"income"
"RUS",1994,4.161264,"N",0.2,0.2,"consumption"
"RWA",1994,0.3861099,"N",0.2,0.1999615,"consumption"
"WSM",1994,2.942871,"N",0.2,0.1998664,"consumption"
"SEN",1994,0.5069429,"N",0.2,0.2,"consumption"
"SRB",1994,5.578057,"N",0.2,0.1998513,"consumption"
"SYC",1994,6.297791,"N",0.2,0.198666,"consumption"
"SLE",1994,0.002710268,"N",0.2,0.1999581,"consumption"
"SVK",1994,10.69008,"N",0.2,0.1999708,"income"
"SVN",1994,12.4261,"N",0.2,0.1999253,"income"
"SLB",1994,1.52476,"N",0.2,0.1995966,"consumption"
"ZAF",1994,1.38702,"N",0.2,0.1999794,"consumption"
"ESP",1994,14.00914,"N",0.2,0.1999278,"income"
"LKA",1994,2.504091,"N",0.2,0.1999565,"consumption"
"LCA",1994,1.294951,"N",0.2,0.2,"income"
"SDN",1994,1.205964,"N",0.2,0.2002804,"consumption"
"SUR",1994,1.424039,"N",0.2,0.1963897,"income"
"SWE",1994,23.11547,"N",0.2,0.1998696,"income"
"CHE",1994,32.18281,"N",0.2,0.199447,"income"
"SYR",1994,3.13962,"N",0.2,0.1999865,"consumption"
"TWN",1994,22.38733,"N",0.2,0.1999703,"income"
"TJK",1994,1.141853,"N",0.2,0.2001567,"consumption"
"TZA",1994,0.7975544,"N",0.2,0.1993403,"consumption"
"THA",1994,3.245844,"N",0.2,0.199752,"consumption"
"TGO",1994,0.9644098,"N",0.2,0.1999906,"consumption"
"TON",1994,3.864816,"N",0.2,0.1993809,"consumption"
"TTO",1994,4.147702,"N",0.2,0.2,"income"
"TUN",1994,2.552125,"N",0.2,0.2,"consumption"
"TUR",1994,3.749582,"N",0.2,0.2,"consumption"
"TKM",1994,1.227912,"N",0.2,0.2,"consumption"
"TUV",1994,3.170724,"N",0.2,0.1955571,"consumption"
"UGA",1994,0.9408689,"N",0.2,0.1999434,"consumption"
"UKR",1994,3.799353,"N",0.2,0.1999579,"consumption"
"ARE",1994,53.58164,"N",0.2,0.2,"income"
"GBR",1994,15.78139,"N",0.2,0.1999976,"income"
"USA",1994,22.79798,"N",0.2,0.1999769,"income"
"URY",1994,10.11774,"N",0.2,0.2000636,"income"
"UZB",1994,1.092597,"N",0.2,0.1994871,"consumption"
"VUT",1994,1.999664,"N",0.2,0.2000721,"consumption"
"VEN",1994,3.579419,"N",0.2,0.1990608,"income"
"VNM",1994,1.266322,"N",0.2,0.1999531,"consumption"
"PSE",1994,4.920206,"N",0.2,0.1999975,"consumption"
"YEM",1994,2.593151,"N",0.2,0.1999157,"consumption"
"ZMB",1994,0.5821962,"N",0.2,0.1999932,"consumption"
"ZWE",1994,2.349565,"N",0.2,0.2,"consumption"
"ALB",1995,3.537969,"N",0.2,0.1999332,"consumption"
"DZA",1995,2.960301,"N",0.2,0.2,"consumption"
"AGO",1995,0.9860158,"N",0.2,0.1998884,"consumption"
"ARG",1995,4.801249,"U",0.2,0.2045377,"income"
"ARM",1995,2.105125,"N",0.2,0.2,"income"
"AUS",1995,17.82656,"N",0.2,0.1967382,"income"
"AUT",1995,21.48576,"N",0.2,0.199992,"income"
"AZE",1995,2.817529,"N",0.2,0.1992907,"consumption"
"BGD",1995,1.483866,"N",0.2,0.1998576,"consumption"
"BLR",1995,5.813957,"N",0.2,0.2,"income"
"BEL",1995,24.03467,"N",0.2,0.1995448,"income"
"BLZ",1995,2.890393,"N",0.2,0.1998453,"consumption"
"BEN",1995,1.041509,"N",0.2,0.1999057,"consumption"
"BTN",1995,1.330018,"N",0.2,0.2004911,"consumption"
"BOL",1995,2.583083,"N",0.2,0.2011113,"income"
"BIH",1995,1.97056,"N",0.2,0.1998502,"consumption"
"BWA",1995,1.415379,"N",0.2,0.1999317,"consumption"
