"countrycode","year","threshold","coverage","goal","headcount","datatype"
"ZWE",1993,4.84149,"N",0.6,0.6,"consumption"
"ALB",1994,5.321797,"N",0.6,0.5997215,"consumption"
"DZA",1994,5.032908,"N",0.6,0.6,"consumption"
"AGO",1994,2.528269,"N",0.6,0.5996127,"consumption"
"ARG",1994,13.53396,"U",0.6,0.6002806,"income"
"ARM",1994,4.161718,"N",0.6,0.6,"income"
"AUS",1994,37.2438,"N",0.6,0.5968678,"income"
"AUT",1994,45.73697,"N",0.6,0.5996513,"income"
"AZE",1994,5.586084,"N",0.6,0.5992936,"consumption"
"BGD",1994,2.716345,"N",0.6,0.5999804,"consumption"
"BLR",1994,5.92631,"N",0.6,0.6,"income"
"BEL",1994,38.06041,"N",0.6,0.5999604,"income"
"BLZ",1994,6.407423,"N",0.6,0.5993965,"income"
"BEN",1994,1.917843,"N",0.6,0.5998872,"consumption"
"BTN",1994,2.57693,"N",0.6,0.6000014,"consumption"
"BOL",1994,5.511517,"N",0.6,0.6000959,"income"
"BIH",1994,2.670015,"N",0.6,0.5997769,"consumption"
"BWA",1994,3.729838,"N",0.6,0.5999945,"consumption"
"BRA",1994,6.877838,"N",0.6,0.6000641,"income"
"BGR",1994,12.99067,"N",0.6,0.6,"consumption"
"BFA",1994,0.9612688,"N",0.6,0.5996877,"consumption"
"BDI",1994,1.243927,"N",0.6,0.5992378,"consumption"
"CPV",1994,2.784594,"N",0.6,0.599955,"consumption"
"CMR",1994,2.173273,"N",0.6,0.5997625,"consumption"
"CAN",1994,43.44037,"N",0.6,0.5999606,"income"
"CAF",1994,0.7633819,"N",0.6,0.599992,"consumption"
"TCD",1994,1.550086,"N",0.6,0.5999868,"consumption"
"CHL",1994,9.395,"N",0.6,0.5999893,"income"
"CHN",1994,1.728016,"A",0.6,0.6,"consumption"
"CHN",1994,1.728016,"R",0.6,0.6,"consumption"
"CHN",1994,3.402751,"U",0.6,0.6,"consumption"
"COL",1994,7.674239,"N",0.6,0.5999498,"income"
"COM",1994,4.806201,"N",0.6,0.5999106,"consumption"
"COD",1994,0.879265,"N",0.6,0.5998326,"consumption"
"COG",1994,2.034848,"N",0.6,0.5997292,"consumption"
"CRI",1994,10.04964,"N",0.6,0.6010154,"income"
"CIV",1994,3.592046,"N",0.6,0.5994327,"consumption"
"HRV",1994,12.67487,"N",0.6,0.6001351,"income"
"CYP",1994,22.06126,"N",0.6,0.6001612,"income"
"CZE",1994,16.91414,"N",0.6,0.5999972,"income"
"DNK",1994,43.91831,"N",0.6,0.5999868,"income"
"DJI",1994,4.838286,"N",0.6,0.5997456,"consumption"
"DOM",1994,8.169899,"N",0.6,0.6000086,"income"
"ECU",1994,5.423339,"N",0.6,0.6002562,"income"
"EGY",1994,4.310098,"N",0.6,0.6,"consumption"
"SLV",1994,6.030738,"N",0.6,0.6000375,"income"
"EST",1994,10.3911,"N",0.6,0.6000359,"income"
"SWZ",1994,0.9610209,"N",0.6,0.6,"consumption"
"ETH",1994,1.459801,"N",0.6,0.5998966,"consumption"
"FJI",1994,6.494888,"N",0.6,0.5999619,"consumption"
"FIN",1994,34.02263,"N",0.6,0.5999539,"income"
"FRA",1994,38.23573,"N",0.6,0.5998742,"income"
"GAB",1994,6.752822,"N",0.6,0.6000445,"consumption"
"GMB",1994,1.475658,"N",0.6,0.5998819,"consumption"
"GEO",1994,6.124312,"N",0.6,0.6,"consumption"
"DEU",1994,44.94195,"N",0.6,0.5996314,"income"
"GHA",1994,2.444963,"N",0.6,0.5999217,"consumption"
"GRC",1994,23.17521,"N",0.6,0.5999674,"income"
"GTM",1994,5.208436,"N",0.6,0.6,"income"
"GIN",1994,2.566219,"N",0.6,0.5996404,"consumption"
"GNB",1994,1.721915,"N",0.6,0.5995432,"consumption"
"GUY",1994,4.272353,"N",0.6,0.6,"income"
"HTI",1994,1.587044,"N",0.6,0.5999634,"income"
"HND",1994,4.2635,"N",0.6,0.6011702,"income"
"HUN",1994,15.99899,"N",0.6,0.5992545,"income"
"ISL",1994,32.73081,"N",0.6,0.5999798,"income"
"IND",1994,2.057162,"A",0.6,0.6000015,"consumption"
"IND",1994,2.057162,"R",0.6,0.6000029,"consumption"
"IND",1994,2.857305,"U",0.6,0.5999976,"consumption"
"IDN",1994,1.872411,"A",0.6,0.5999984,"consumption"
"IDN",1994,1.872411,"R",0.6,0.599999,"consumption"
"IDN",1994,2.785712,"U",0.6,0.5999975,"consumption"
"IRN",1994,7.833058,"N",0.6,0.6,"consumption"
"IRQ",1994,3.212308,"N",0.6,0.5999967,"consumption"
"IRL",1994,25.1672,"N",0.6,0.5998587,"income"
"ISR",1994,22.49887,"N",0.6,0.5999141,"income"
"ITA",1994,32.20462,"N",0.6,0.5999446,"income"
"JAM",1994,6.789214,"N",0.6,0.5998878,"consumption"
"JPN",1994,35.14389,"N",0.6,0.5996522,"income"
"JOR",1994,6.26291,"N",0.6,0.6,"consumption"
"KAZ",1994,4.614166,"N",0.6,0.6,"income"
"KEN",1994,3.152214,"N",0.6,0.5999908,"consumption"
"KIR",1994,4.703612,"N",0.6,0.5991796,"consumption"
"KOR",1994,22.99805,"N",0.6,0.599837,"income"
"KGZ",1994,4.381823,"N",0.6,0.5999662,"consumption"
"LAO",1994,3.076908,"N",0.6,0.5995384,"consumption"
"LVA",1994,8.269005,"N",0.6,0.6,"income"
"LBN",1994,20.65522,"N",0.6,0.5999544,"consumption"
"LSO",1994,3.063849,"N",0.6,0.6000028,"consumption"
"LBR",1994,0.6378434,"N",0.6,0.599959,"consumption"
"LTU",1994,4.328794,"N",0.6,0.6000053,"income"
"LUX",1994,55.75634,"N",0.6,0.5996602,"income"
"MDG",1994,1.553305,"N",0.6,0.5998744,"consumption"
"MWI",1994,1.42456,"N",0.6,0.5999967,"consumption"
"MYS",1994,10.7306,"N",0.6,0.6,"income"
"MLI",1994,0.8877723,"N",0.6,0.5999919,"consumption"
"MLT",1994,22.67861,"N",0.6,0.6001704,"income"
"MRT",1994,2.49744,"N",0.6,0.5998889,"consumption"
"MUS",1994,6.170972,"N",0.6,0.5999061,"consumption"
"MEX",1994,7.920952,"N",0.6,0.5998968,"consumption"
"FSM",1994,5.758143,"N",0.6,0.5996367,"consumption"
"MDA",1994,4.430594,"N",0.6,0.5998868,"consumption"
"MNG",1994,4.413702,"N",0.6,0.6,"consumption"
"MNE",1994,7.462535,"N",0.6,0.6005182,"consumption"
"MAR",1994,7.574225,"N",0.6,0.6,"consumption"
"MOZ",1994,0.9002674,"N",0.6,0.5999564,"consumption"
"MMR",1994,0.9162616,"N",0.6,0.5999116,"consumption"
"NAM",1994,2.568554,"N",0.6,0.6,"income"
"NPL",1994,1.709249,"N",0.6,0.6024588,"consumption"
"NLD",1994,37.98277,"N",0.6,0.5999498,"income"
"NIC",1994,4.570872,"N",0.6,0.5999785,"consumption"
"NER",1994,1.393207,"N",0.6,0.5999244,"consumption"
"NGA",1994,1.791369,"N",0.6,0.5997751,"consumption"
"MKD",1994,7.289398,"N",0.6,0.6,"consumption"
"NOR",1994,38.82997,"N",0.6,0.5999317,"income"
"PAK",1994,2.444766,"N",0.6,0.5999223,"consumption"
"PAN",1994,7.7688,"N",0.6,0.6001243,"income"
"PNG",1994,2.305756,"N",0.6,0.596571,"consumption"
"PRY",1994,12.97383,"N",0.6,0.600864,"income"
"PER",1994,5.609155,"N",0.6,0.5996831,"consumption"
"PHL",1994,3.76341,"N",0.6,0.6,"consumption"
"POL",1994,9.333694,"N",0.6,0.6,"consumption"
"PRT",1994,19.91846,"N",0.6,0.5999697,"income"
"ROU",1994,4.398409,"N",0.6,0.6,"income"
"RUS",1994,10.2996,"N",0.6,0.6,"consumption"
"RWA",1994,0.7972983,"N",0.6,0.5999761,"consumption"
"WSM",1994,5.740491,"N",0.6,0.5998456,"consumption"
"SEN",1994,1.449411,"N",0.6,0.6,"consumption"
"SRB",1994,10.00208,"N",0.6,0.599726,"consumption"
"SYC",1994,13.13551,"N",0.6,0.59903,"consumption"
"SLE",1994,0.9492211,"N",0.6,0.5999264,"consumption"
"SVK",1994,15.62884,"N",0.6,0.5999957,"income"
"SVN",1994,20.49654,"N",0.6,0.5999556,"income"
"SLB",1994,3.411829,"N",0.6,0.5989106,"consumption"
"ZAF",1994,4.404358,"N",0.6,0.5999756,"consumption"
"ESP",1994,25.48121,"N",0.6,0.599967,"income"
"LKA",1994,4.142263,"N",0.6,0.5999629,"consumption"
"LCA",1994,3.057324,"N",0.6,0.6,"income"
"SDN",1994,2.42325,"N",0.6,0.60006,"consumption"
"SUR",1994,5.734871,"N",0.6,0.5956938,"income"
"SWE",1994,36.38709,"N",0.6,0.5999542,"income"
"CHE",1994,59.15594,"N",0.6,0.5998649,"income"
"SYR",1994,5.662334,"N",0.6,0.599741,"consumption"
"TWN",1994,38.37093,"N",0.6,0.5999556,"income"
"TJK",1994,1.964027,"N",0.6,0.6003275,"consumption"
"TZA",1994,1.456366,"N",0.6,0.5999558,"consumption"
"THA",1994,6.594633,"N",0.6,0.599854,"consumption"
"TGO",1994,1.976947,"N",0.6,0.5999646,"consumption"
"TON",1994,8.307716,"N",0.6,0.5999362,"consumption"
"TTO",1994,9.525014,"N",0.6,0.6,"income"
"TUN",1994,5.621655,"N",0.6,0.6,"consumption"
"TUR",1994,8.260796,"N",0.6,0.6,"consumption"
"TKM",1994,2.638979,"N",0.6,0.6,"consumption"
"TUV",1994,6.232596,"N",0.6,0.5996865,"consumption"
"UGA",1994,1.912943,"N",0.6,0.599841,"consumption"
"UKR",1994,6.525581,"N",0.6,0.5999503,"consumption"
"ARE",1994,124.6089,"N",0.6,0.6,"income"
"GBR",1994,30.91945,"N",0.6,0.5999909,"income"
"USA",1994,51.67193,"N",0.6,0.5999891,"income"
"URY",1994,21.79572,"N",0.6,0.6000087,"income"
"UZB",1994,2.776415,"N",0.6,0.5999645,"consumption"
"VUT",1994,3.924027,"N",0.6,0.60017,"consumption"
"VEN",1994,8.168452,"N",0.6,0.599002,"income"
"VNM",1994,2.246526,"N",0.6,0.599837,"consumption"
"PSE",1994,9.24274,"N",0.6,0.6001413,"consumption"
"YEM",1994,5.065993,"N",0.6,0.5999837,"consumption"
"ZMB",1994,1.868796,"N",0.6,0.5999792,"consumption"
"ZWE",1994,5.209258,"N",0.6,0.6,"consumption"
"ALB",1995,6.068152,"N",0.6,0.5997215,"consumption"
"DZA",1995,5.989416,"N",0.6,0.6,"consumption"
"AGO",1995,2.815468,"N",0.6,0.5996127,"consumption"
"ARG",1995,12.37302,"U",0.6,0.5999868,"income"
"ARM",1995,4.657466,"N",0.6,0.6,"income"
"AUS",1995,32.46449,"N",0.6,0.5969027,"income"
"AUT",1995,41.07124,"N",0.6,0.5999876,"income"
"AZE",1995,5.378543,"N",0.6,0.5992936,"consumption"
"BGD",1995,2.40026,"N",0.6,0.5999928,"consumption"
"BLR",1995,10.19435,"N",0.6,0.6,"income"
"BEL",1995,40.19591,"N",0.6,0.5999925,"income"
"BLZ",1995,9.914378,"N",0.6,0.5994254,"consumption"
"BEN",1995,1.967887,"N",0.6,0.5998872,"consumption"
"BTN",1995,2.745172,"N",0.6,0.6000014,"consumption"
"BOL",1995,5.762942,"N",0.6,0.6000899,"income"
"BIH",1995,3.315908,"N",0.6,0.5997769,"consumption"
"BWA",1995,4.014188,"N",0.6,0.5999862,"consumption"
"BRA",1995,8.044282,"N",0.6,0.600119,"income"
"BGR",1995,11.27021,"N",0.6,0.5998965,"consumption"
"BFA",1995,0.9906888,"N",0.6,0.5997377,"consumption"
"BDI",1995,1.213841,"N",0.6,0.5988567,"consumption"
"CPV",1995,3.099011,"N",0.6,0.599955,"consumption"
"CMR",1995,2.187668,"N",0.6,0.5997625,"consumption"
"CAN",1995,43.4627,"N",0.6,0.5999634,"income"
"CAF",1995,0.7960906,"N",0.6,0.5999868,"consumption"
"TCD",1995,1.51797,"N",0.6,0.5999868,"consumption"
"CHL",1995,9.775428,"N",0.6,0.5999933,"income"
"CHN",1995,1.883328,"A",0.6,0.6,"consumption"
"CHN",1995,1.883328,"R",0.6,0.6,"consumption"
"CHN",1995,3.579523,"U",0.6,0.6,"consumption"
"COL",1995,7.944813,"N",0.6,0.5999421,"income"
"COM",1995,4.842315,"N",0.6,0.5999106,"consumption"
"COD",1995,0.8572394,"N",0.6,0.5998326,"consumption"
"COG",1995,2.057181,"N",0.6,0.5997292,"consumption"
"CRI",1995,9.789479,"N",0.6,0.5999923,"income"
"CIV",1995,3.664431,"N",0.6,0.5990418,"consumption"
"HRV",1995,13.59222,"N",0.6,0.6001576,"income"
"CYP",1995,27.96177,"N",0.6,0.6001612,"income"
"CZE",1995,17.5246,"N",0.6,0.5999943,"income"
"DNK",1995,44.13417,"N",0.6,0.5999919,"income"
"DJI",1995,4.610092,"N",0.6,0.5997456,"consumption"
"DOM",1995,8.721528,"N",0.6,0.6000129,"income"
"ECU",1995,5.517721,"N",0.6,0.6002093,"income"
"EGY",1995,4.365099,"N",0.6,0.6,"consumption"
"SLV",1995,6.493754,"N",0.6,0.6000176,"income"
"EST",1995,9.569292,"N",0.6,0.6,"consumption"
"SWZ",1995,1.070131,"N",0.6,0.5999837,"consumption"
"ETH",1995,1.49855,"N",0.6,0.5998966,"consumption"
"FJI",1995,6.572987,"N",0.6,0.5999619,"consumption"
"FIN",1995,32.95261,"N",0.6,0.5999474,"income"
"FRA",1995,38.24903,"N",0.6,0.5998849,"income"
"GAB",1995,6.907772,"N",0.6,0.6000445,"consumption"
"GMB",1995,1.443344,"N",0.6,0.5998819,"consumption"
"GEO",1995,6.524154,"N",0.6,0.6,"consumption"
"DEU",1995,45.06355,"N",0.6,0.5998292,"income"
"GHA",1995,2.540786,"N",0.6,0.5999117,"consumption"
"GRC",1995,23.64921,"N",0.6,0.5999674,"income"
"GTM",1995,5.736556,"N",0.6,0.6,"income"
"GIN",1995,2.373945,"N",0.6,0.5996586,"consumption"
"GNB",1995,1.760519,"N",0.6,0.5995698,"consumption"
"GUY",1995,4.613696,"N",0.6,0.6,"income"
"HTI",1995,1.712104,"N",0.6,0.5999634,"income"
"HND",1995,4.165274,"N",0.6,0.6016435,"income"
"HUN",1995,14.84663,"N",0.6,0.5993525,"income"
"ISL",1995,33.25751,"N",0.6,0.5999798,"income"
"IND",1995,2.081244,"A",0.6,0.6000022,"consumption"
"IND",1995,2.081244,"R",0.6,0.6000032,"consumption"
"IND",1995,2.897619,"U",0.6,0.5999995,"consumption"
"IDN",1995,1.992163,"A",0.6,0.5999983,"consumption"
"IDN",1995,1.992163,"R",0.6,0.5999984,"consumption"
"IDN",1995,3.004716,"U",0.6,0.599998,"consumption"
"IRN",1995,7.383803,"N",0.6,0.6,"consumption"
"IRQ",1995,3.181099,"N",0.6,0.5999967,"consumption"
"IRL",1995,25.77204,"N",0.6,0.5991083,"income"
"ISR",1995,22.75034,"N",0.6,0.5999367,"income"
"ITA",1995,31.17445,"N",0.6,0.5999736,"income"
"JAM",1995,5.223701,"N",0.6,0.5997756,"consumption"
"JPN",1995,35.88387,"N",0.6,0.5996522,"income"
"JOR",1995,6.15836,"N",0.6,0.6,"consumption"
"KAZ",1995,6.347202,"N",0.6,0.5999496,"consumption"
"KEN",1995,3.194183,"N",0.6,0.5999556,"consumption"
"KIR",1995,4.639887,"N",0.6,0.5991796,"consumption"
"KOR",1995,25.16094,"N",0.6,0.599837,"income"
"KGZ",1995,3.613632,"N",0.6,0.5999662,"consumption"
"LAO",1995,3.218073,"N",0.6,0.5996773,"consumption"
"LVA",1995,9.287537,"N",0.6,0.6,"income"
"LBN",1995,20.85999,"N",0.6,0.5999544,"consumption"
"LSO",1995,2.725882,"N",0.6,0.5999962,"consumption"
"LBR",1995,0.5927861,"N",0.6,0.599959,"consumption"
"LTU",1995,4.589031,"N",0.6,0.6000106,"income"
"LUX",1995,58.14849,"N",0.6,0.5997353,"income"
"MDG",1995,1.530238,"N",0.6,0.5998444,"consumption"
"MWI",1995,1.646196,"N",0.6,0.5999967,"consumption"
"MYS",1995,10.8191,"N",0.6,0.6,"income"
"MDV",1995,4.080083,"N",0.6,0.6005108,"consumption"
"MLI",1995,0.8725097,"N",0.6,0.5999539,"consumption"
"MLT",1995,23.94945,"N",0.6,0.6001704,"income"
"MRT",1995,2.784124,"N",0.6,0.5997777,"consumption"
"MUS",1995,6.380463,"N",0.6,0.5999061,"consumption"
"MEX",1995,7.332813,"N",0.6,0.5999297,"consumption"
"FSM",1995,6.076144,"N",0.6,0.5996367,"consumption"
"MDA",1995,3.20629,"N",0.6,0.5998868,"consumption"
"MNG",1995,4.6593,"N",0.6,0.6,"consumption"
"MNE",1995,8.30908,"N",0.6,0.6005182,"consumption"
"MAR",1995,7.162287,"N",0.6,0.6,"consumption"
"MOZ",1995,0.8887395,"N",0.6,0.5999564,"consumption"
"MMR",1995,0.9683579,"N",0.6,0.5999116,"consumption"
"NAM",1995,2.609614,"N",0.6,0.6,"income"
"NPL",1995,1.724667,"N",0.6,0.6024588,"consumption"
"NLD",1995,38.59839,"N",0.6,0.5999484,"income"
"NIC",1995,4.641897,"N",0.6,0.599979,"consumption"
"NER",1995,1.145142,"N",0.6,0.5999014,"consumption"
"NGA",1995,1.746046,"N",0.6,0.5996925,"consumption"
"MKD",1995,7.020369,"N",0.6,0.6,"consumption"
"NOR",1995,38.7678,"N",0.6,0.5999303,"income"
"PAK",1995,2.744307,"N",0.6,0.5999263,"consumption"
"PAN",1995,9.746621,"N",0.6,0.6001225,"income"
"PNG",1995,2.177203,"N",0.6,0.596571,"consumption"
"PRY",1995,9.588109,"N",0.6,0.6000843,"income"
"PER",1995,6.029771,"N",0.6,0.5996831,"consumption"
"PHL",1995,3.974555,"N",0.6,0.5999855,"consumption"
"POL",1995,11.90409,"N",0.6,0.5999959,"income"
"PRT",1995,19.96794,"N",0.6,0.5999697,"income"
"ROU",1995,8.317026,"N",0.6,0.5999959,"income"
"RUS",1995,10.07854,"N",0.6,0.6,"consumption"
"RWA",1995,1.096569,"N",0.6,0.5999761,"consumption"
"WSM",1995,6.074618,"N",0.6,0.5998456,"consumption"
"SEN",1995,2.026514,"N",0.6,0.5999929,"consumption"
"SRB",1995,9.768975,"N",0.6,0.599726,"consumption"
"SYC",1995,12.83694,"N",0.6,0.59903,"consumption"
"SLE",1995,0.8744663,"N",0.6,0.5999091,"consumption"
"SVK",1995,15.73388,"N",0.6,0.5999977,"income"
"SVN",1995,21.78163,"N",0.6,0.5999111,"income"
"SLB",1995,3.589632,"N",0.6,0.5989106,"consumption"
"ZAF",1995,4.445364,"N",0.6,0.5999512,"consumption"
"ESP",1995,26.45997,"N",0.6,0.5999622,"income"
"LKA",1995,4.82684,"N",0.6,0.5999573,"consumption"
"LCA",1995,3.072923,"N",0.6,0.6,"income"
"SDN",1995,2.501486,"N",0.6,0.60006,"consumption"
"SUR",1995,5.647314,"N",0.6,0.5956938,"income"
"SWE",1995,35.81726,"N",0.6,0.5999465,"income"
"CHE",1995,59.28059,"N",0.6,0.5998484,"income"
"SYR",1995,5.824585,"N",0.6,0.599741,"consumption"
"TWN",1995,39.91082,"N",0.6,0.5999486,"income"
"TJK",1995,2.329465,"N",0.6,0.6003275,"consumption"
"TZA",1995,1.464881,"N",0.6,0.5999625,"consumption"
"THA",1995,6.953631,"N",0.6,0.5998466,"consumption"
"TGO",1995,2.078744,"N",0.6,0.5999646,"consumption"
"TON",1995,8.594812,"N",0.6,0.5999362,"consumption"
"TTO",1995,9.851012,"N",0.6,0.6,"income"
"TUN",1995,5.48138,"N",0.6,0.6,"consumption"
"TUR",1995,8.484032,"N",0.6,0.6000094,"consumption"
"TKM",1995,2.394997,"N",0.6,0.6,"consumption"
"TUV",1995,5.891398,"N",0.6,0.5996865,"consumption"
"UGA",1995,2.068621,"N",0.6,0.5997598,"consumption"
"UKR",1995,6.92094,"N",0.6,0.6,"consumption"
"ARE",1995,126.2982,"N",0.6,0.6,"income"
"GBR",1995,29.99186,"N",0.6,0.5999695,"income"
"USA",1995,52.497,"N",0.6,0.5999892,"income"
"URY",1995,19.8708,"N",0.6,0.5999938,"income"
"UZB",1995,2.702158,"N",0.6,0.5999645,"consumption"
"VUT",1995,3.868759,"N",0.6,0.60017,"consumption"
"VEN",1995,7.48086,"N",0.6,0.5999679,"income"
"VNM",1995,2.349794,"N",0.6,0.5998192,"consumption"
"PSE",1995,9.518432,"N",0.6,0.6001413,"consumption"
"YEM",1995,5.132194,"N",0.6,0.5999837,"consumption"
"ZMB",1995,1.87499,"N",0.6,0.5999585,"consumption"
"ZWE",1995,5.149374,"N",0.6,0.6,"consumption"
"ALB",1996,6.661628,"N",0.6,0.5997215,"consumption"
"DZA",1996,5.743924,"N",0.6,0.6,"consumption"
"AGO",1996,3.095686,"N",0.6,0.5996127,"consumption"
"ARG",1996,12.01764,"U",0.6,0.6002856,"income"
"ARM",1996,4.923208,"N",0.6,0.6,"income"
"AUS",1996,33.01838,"N",0.6,0.597094,"income"
"AUT",1996,45.60073,"N",0.6,0.5999094,"income"
"AZE",1996,5.511621,"N",0.6,0.5994086,"consumption"
"BGD",1996,2.501144,"N",0.6,0.6000149,"consumption"
"BLR",1996,10.77391,"N",0.6,0.6,"income"
"BEL",1996,40.90507,"N",0.6,0.5999775,"income"
"BLZ",1996,5.868403,"N",0.6,0.5990521,"income"
"BEN",1996,1.989416,"N",0.6,0.5998872,"consumption"
"BTN",1996,2.86131,"N",0.6,0.6000014,"consumption"
"BOL",1996,6.117312,"N",0.6,0.600084,"income"
"BIH",1996,6.373227,"N",0.6,0.5997769,"consumption"
"BWA",1996,4.235321,"N",0.6,0.5999779,"consumption"
"BRA",1996,8.091271,"N",0.6,0.6007038,"income"
"BGR",1996,11.71021,"N",0.6,0.5999483,"consumption"
"BFA",1996,1.077319,"N",0.6,0.5998043,"consumption"
"BDI",1996,1.187032,"N",0.6,0.5984757,"consumption"
"CPV",1996,3.369953,"N",0.6,0.599955,"consumption"
"CMR",1996,2.222475,"N",0.6,0.5997625,"consumption"
"CAN",1996,43.4987,"N",0.6,0.5999662,"income"
"CAF",1996,0.7444767,"N",0.6,0.5999817,"consumption"
"TCD",1996,1.500051,"N",0.6,0.5999868,"consumption"
"CHL",1996,10.55543,"N",0.6,0.5999973,"income"
"CHN",1996,2.040516,"A",0.6,0.6,"consumption"
"CHN",1996,2.040516,"R",0.6,0.6,"consumption"
"CHN",1996,3.718159,"U",0.6,0.6,"consumption"
"COL",1996,6.089762,"N",0.6,0.5999345,"income"
"COM",1996,4.650321,"N",0.6,0.5999106,"consumption"
"COD",1996,0.8250326,"N",0.6,0.5998326,"consumption"
"COG",1996,2.085163,"N",0.6,0.5997292,"consumption"
"CRI",1996,9.215716,"N",0.6,0.6000917,"income"
"CIV",1996,3.822396,"N",0.6,0.599342,"consumption"
"HRV",1996,14.58378,"N",0.6,0.6001802,"income"
"CYP",1996,28.54105,"N",0.6,0.6001612,"income"
"CZE",1996,19.03618,"N",0.6,0.5999914,"income"
"DNK",1996,45.05966,"N",0.6,0.5999926,"income"
"DJI",1996,4.32907,"N",0.6,0.5997456,"consumption"
"DOM",1996,9.770265,"N",0.6,0.6000172,"income"
"ECU",1996,5.469113,"N",0.6,0.6001623,"income"
"EGY",1996,4.011015,"N",0.6,0.6,"consumption"
"SLV",1996,6.338372,"N",0.6,0.5999973,"income"
"EST",1996,10.50552,"N",0.6,0.6,"consumption"
"SWZ",1996,1.429035,"N",0.6,0.5998878,"consumption"
"ETH",1996,1.632242,"N",0.6,0.5999046,"consumption"
"FJI",1996,6.809794,"N",0.6,0.5999619,"consumption"
"FIN",1996,34.00327,"N",0.6,0.5999543,"income"
"FRA",1996,38.26494,"N",0.6,0.5998956,"income"
"GAB",1996,6.978037,"N",0.6,0.6000445,"consumption"
"GMB",1996,1.430422,"N",0.6,0.5998819,"consumption"
"GEO",1996,7.523015,"N",0.6,0.6,"consumption"
"DEU",1996,45.52135,"N",0.6,0.5998839,"income"
"GHA",1996,2.679225,"N",0.6,0.5999017,"consumption"
"GRC",1996,24.01076,"N",0.6,0.5999658,"income"
"GTM",1996,5.831665,"N",0.6,0.6,"income"
"GIN",1996,2.415352,"N",0.6,0.5996889,"consumption"
"GNB",1996,1.925865,"N",0.6,0.5995963,"consumption"
"GUY",1996,5.223855,"N",0.6,0.6,"income"
"HTI",1996,1.750717,"N",0.6,0.5999634,"income"
"HND",1996,3.949939,"N",0.6,0.6031918,"income"
"HUN",1996,14.50881,"N",0.6,0.5994506,"income"
"ISL",1996,34.74574,"N",0.6,0.5999798,"income"
"IND",1996,2.116641,"A",0.6,0.6000029,"consumption"
"IND",1996,2.116641,"R",0.6,0.6000035,"consumption"
"IND",1996,2.956873,"U",0.6,0.6000015,"consumption"
"IDN",1996,2.057827,"A",0.6,0.5999981,"consumption"
"IDN",1996,2.057827,"R",0.6,0.5999979,"consumption"
"IDN",1996,3.127577,"U",0.6,0.5999985,"consumption"
"IRN",1996,6.840662,"N",0.6,0.6,"consumption"
"IRQ",1996,3.42399,"N",0.6,0.5999967,"consumption"
"IRL",1996,28.01184,"N",0.6,0.5993941,"income"
"ISR",1996,22.90513,"N",0.6,0.5999593,"income"
"ITA",1996,31.50842,"N",0.6,0.599908,"income"
"JAM",1996,7.122376,"N",0.6,0.5996634,"consumption"
"JPN",1996,36.53979,"N",0.6,0.5996522,"income"
"JOR",1996,6.573816,"N",0.6,0.6,"consumption"
"KAZ",1996,6.113274,"N",0.6,0.5999496,"consumption"
"KEN",1996,3.231092,"N",0.6,0.5999205,"consumption"
"KIR",1996,4.647963,"N",0.6,0.5991796,"consumption"
"KOR",1996,26.81634,"N",0.6,0.599837,"income"
"KGZ",1996,3.774369,"N",0.6,0.5999662,"consumption"
"LAO",1996,3.368258,"N",0.6,0.5998162,"consumption"
"LVA",1996,9.003752,"N",0.6,0.6,"income"
"LBN",1996,20.98394,"N",0.6,0.5999544,"consumption"
"LSO",1996,2.825335,"N",0.6,0.5999838,"consumption"
"LBR",1996,0.6289385,"N",0.6,0.599959,"consumption"
"LTU",1996,9.792554,"N",0.6,0.6,"consumption"
"LUX",1996,58.39454,"N",0.6,0.5998104,"income"
"MDG",1996,1.519447,"N",0.6,0.5998145,"consumption"
"MWI",1996,1.735202,"N",0.6,0.5999967,"consumption"
"MYS",1996,12.6994,"N",0.6,0.6,"income"
"MDV",1996,4.315079,"N",0.6,0.6005108,"consumption"
"MLI",1996,0.9678251,"N",0.6,0.5999159,"consumption"
"MLT",1996,24.69146,"N",0.6,0.6001704,"income"
"MRT",1996,3.922208,"N",0.6,0.5997328,"consumption"
"MUS",1996,6.66844,"N",0.6,0.5999061,"consumption"
"MEX",1996,6.232727,"N",0.6,0.5999626,"consumption"
"FSM",1996,5.839767,"N",0.6,0.5996367,"consumption"
"MDA",1996,3.823077,"N",0.6,0.5998868,"consumption"
"MNG",1996,4.725301,"N",0.6,0.6,"consumption"
"MNE",1996,10.39487,"N",0.6,0.6005182,"consumption"
"MAR",1996,8.016445,"N",0.6,0.6,"consumption"
"MOZ",1996,0.9587733,"N",0.6,0.5999564,"consumption"
"MMR",1996,1.017979,"N",0.6,0.5999116,"consumption"
"NAM",1996,2.635402,"N",0.6,0.6,"income"
"NPL",1996,1.812258,"N",0.6,0.6023007,"consumption"
"NLD",1996,39.8929,"N",0.6,0.599947,"income"
"NIC",1996,4.757919,"N",0.6,0.5999794,"consumption"
"NER",1996,1.143764,"N",0.6,0.5999026,"consumption"
"NGA",1996,1.70026,"N",0.6,0.5996099,"consumption"
"MKD",1996,7.206342,"N",0.6,0.6,"consumption"
"NOR",1996,41.45192,"N",0.6,0.5999384,"income"
"PAK",1996,3.056931,"N",0.6,0.5999304,"consumption"
"PAN",1996,9.687258,"N",0.6,0.600085,"income"
